"","mun","uf","crivo1","crivo2","sexo","idade","fx.idade","esc","sit","pea","satdem","jg1","jg3","jg4","fechacn","gc1","gc2","gc5","gc6","gc7","gc8","gc11","gc18","avalcn","problemabr","avallula","avalbolsonaro","avalmoro","avaldino","avalciro","avaldoria","avalhaddad","militargov","info1","voto18","ed","partsimp","partsimp2","partsimpn","partisimpn2","avalgov","cara1","cara2","cara3","cara4","cara5","cara6","cara7","cara8","classe8","classe8a","classe3m","classe3m_a","classe1","rcor","relig","fx.renda","reg"
"428","-São Paulo ","São Paulo "," - Sim ","- Não ","Masculino",42," – 35 a 44 anos"," - Colegial completo (3ª série do ensino médio)"," - Desempregado (procurando emprego)","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Ruim"," - Corrupção ","4","5","8","NS","NS","4","4"," - Não","-Noticiário da TV "," – Não compareceu/JUSTIFICOU"," - 5"," - Não",NA," - Não",NA," - Ruim"," – NS","-Não","Não podem ocorrer em uma democracia ","Concorda muito",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","- Permaneceram na mesma classe","- Baixa","- Permaneceram na mesma classe","- Baixa","- Baixa"," - Branco"," – NS",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sudeste"
"429","-Vila Velha ","Espírito Santo "," - Sim ","- Não ","Masculino",23," – 18 a 24 anos "," - Colegial completo (3ª série do ensino médio)"," - Empregado assalariado com registro em carteira","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Confia pouco"," - Confia muito"," - Confia mais ou menos"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Regular "," - Corrupção ","6","8","8","NS","3","4","Não gosta de jeito nenhum","Sim","-Busca/PESQUISA no Google (SITES?)","Jair Bolsonaro"," - 8 ","Sim "," - NS "," - Não",NA," - Regular","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim "," - É normal que ocorram em uma democracia"," - Concorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Concorda pouco","Mudaram de classe social","- Média baixa","- Permaneceram na mesma classe","- Média média","- Média alta"," - Índio"," - Católica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Sudeste"
"430","-Araraquara ","São Paulo "," - Sim ","- Não ","Masculino",20," – 18 a 24 anos "," - Colegial completo (3ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - NS"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Regular "," - Desigualdade ","5","Não gosta de jeito nenhum","5","NS","8","3","5"," - Não","-Blogs da internet"," – Nulo "," - 1 [esquerda] "," - Não",NA,"Sim "," - PP "," - Péssimo"," - deveria continuar no cargo","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","Mudaram de classe social","- Média alta","Mudaram de classe social","- Média baixa","- Média baixa"," Preto"," – NS",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Sudeste"
"431","-Rio de Janeiro ","Rio de Janeiro "," - Sim ","- Não ","Masculino",51," - 45 a 54 anos  "," - Ensino universitário completo"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia muito"," - Confia mais ou menos"," - Confia muito"," - Confia mais ou menos"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Ruim"," - Corrupção ","4","2","5","4","5","4","3"," - Não","-Noticiário da TV "," – Nulo "," - 5"," - Não",NA," - Não",NA," - Regular"," deveria sofrer um impeachment","-Não"," - É normal que ocorram em uma democracia"," - Discorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável"," - Concorda pouco","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Pardo"," - Católica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Sudeste"
"432","-Varginha ","Minas Gerais "," - Sim ","- Não ","Masculino",39," – 35 a 44 anos"," - Primário completo (4ª.serie do ensino fundamental)"," - Empregado assalariado com registro em carteira","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia muito"," - Não confia"," - Confia mais ou menos"," - Regular "," - Corrupção ","Não gosta de jeito nenhum","9","5","5","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum"," - Não","-Rádio "," – Nulo "," - 5"," - Não",NA," - Não",NA," - Bom","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Não"," - É normal que ocorram em uma democracia"," - Concorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Concorda pouco","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Branco"," - Evangélica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Sudeste"
"433","-Varginha ","Minas Gerais "," - Sim ","- Não ","Feminino",66,"65 ou mais"," - Primário incompleto (até 3ª serie do ensino fundamental)"," - Autônomo / conta própria","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Não confia"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia muito"," - Confia muito"," - Confia muito"," - Regular "," - Corrupção ","5","4","5","NS","4","4","4"," - Não","-Facebook"," – Branco "," - 5"," - Não",NA," - Não",NA," - Regular","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Não"," - É normal que ocorram em uma democracia"," - Concorda pouco",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável"," - Concorda pouco","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Pardo"," - Católica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Sudeste"
"434","-Varginha ","Minas Gerais "," - Sim ","- Não ","Feminino",60," - 55 a 64 anos"," - Primário incompleto (até 3ª serie do ensino fundamental)"," - Dona de casa ","NÃO PEA"," - Insatisfeito"," - NS"," - NS"," - NS"," - Não"," - Não confia"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia muito"," - Confia muito"," - Confia muito"," - Bom"," - Uso de drogas ","4","5","4","4","3","2","4"," - Não","-Noticiário da TV "," – Nulo "," - 5"," - Não",NA," - Não",NA," - Regular","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Não","Não podem ocorrer em uma democracia "," - Discorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Nem concorda nem discorda","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," - Branco"," - Católica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Sudeste"
"435","-Varginha ","Minas Gerais "," - Sim ","- Não ","Masculino",46," - 45 a 54 anos  "," - Primário completo (4ª.serie do ensino fundamental)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Confia pouco"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia mais ou menos"," - NS"," - NS"," - NS"," - Regular "," - Corrupção ","NS","NS","7","5","6","Não gosta de jeito nenhum","NS"," - Não","-Rádio "," – Nulo "," - 5"," - Não",NA," - Não",NA," - Regular","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Não"," - É normal que ocorram em uma democracia"," - Discorda pouco",". O SUS tem se saído mal no enfrentamento da pandemia e sua continuidade  deveria ser discutida"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável"," - Concorda pouco","- Permaneceram na mesma classe","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," - Branco"," - Católica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Sudeste"
"436","-Campinas ","São Paulo "," - Sim ","- Não ","Feminino",31," – 25 a 34 anos"," - Colegial completo (3ª série do ensino médio)"," - Empregado assalariado com registro em carteira","PEA"," - Insatisfeito","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Sim"," - Não confia"," - Não confia"," - Não confia"," - Confia muito"," - Não confia"," - Confia muito"," - Não confia"," - Não confia"," - Ruim"," - Os políticos ","5","5","Não gosta de jeito nenhum","NS","NS","Não gosta de jeito nenhum","Não gosta de jeito nenhum"," - Não","-Noticiário da TV "," – Não compareceu/JUSTIFICOU"," – NR"," - Não",NA," - Não",NA," - Bom"," - deveria continuar no cargo","-Não"," - É normal que ocorram em uma democracia"," - Concorda pouco",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," - de governadores e prefeitos",". Está vivendo normalmente, sem mudar nada na sua rotina"," - Nem concorda nem discorda","- Permaneceram na mesma classe","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," - Pardo"," - Evangélica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Sudeste"
"437","-Campinas ","São Paulo "," - Sim ","- Não ","Masculino",25," – 25 a 34 anos"," - Colegial completo (3ª série do ensino médio)"," - Empregado assalariado com registro em carteira","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Confia pouco"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Regular "," - Desigualdade ","4","7","9","NS","5","Não gosta de jeito nenhum","3","Sim","-Busca/PESQUISA no Google (SITES?)","Jair Bolsonaro"," - 6 "," - Não",NA,"Sim "," - PT "," - Regular","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim "," - É normal que ocorram em uma democracia","Concorda muito",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," - do governo federal"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Discorda pouco","Mudaram de classe social","- Média baixa","Mudaram de classe social","- Média média","- Média média"," - Pardo"," - Outra ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Sudeste"
"438","-Igarapava ","São Paulo "," - Sim ","- Não ","Masculino",61," - 55 a 64 anos"," - Colegial completo (3ª série do ensino médio)"," - Empregado assalariado com registro em carteira","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Confia pouco"," - Não confia"," - Não confia"," - Confia pouco"," - Não confia"," - Confia muito"," - Confia muito"," - Regular "," - Pandemia do novo Corona vírus ","4","3","5","4","5","4","4"," - Não","-Noticiário da TV ","Jair Bolsonaro"," - 2 "," - Não",NA," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","- Permaneceram na mesma classe","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," - Branco"," - Espírita kardecista, espiritualista ",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sudeste"
"439","-Goiânia ","Goiás  "," - Sim ","- Não ","Feminino",60," - 55 a 64 anos"," - Colegial completo (3ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Não confia"," - Confia muito"," - Não confia"," - Confia muito"," - Regular "," - Corrupção ","Não gosta de jeito nenhum","Gosta muito","Não gosta de jeito nenhum","NS","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Sim","-Youtube","Jair Bolsonaro"," - 10 [direita]"," - Não",NA,"Sim "," - PT "," - Bom","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Não"," - É normal que ocorram em uma democracia"," - Discorda muito",". O SUS tem se saído mal no enfrentamento da pandemia e sua continuidade  deveria ser discutida"," - depende da situação "," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Discorda muito","Mudaram de classe social","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," Preto"," - Evangélica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Centro-Oeste"
"440","-Venâncio Aires ","Rio Grande do Sul "," - Sim ","- Não ","Feminino",47," - 45 a 54 anos  "," - Colegial incompleto (até 2ª série do ensino médio)"," - Empregado assalariado com registro em carteira","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - NR"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - NS"," - Regular "," - Desemprego/falta de emprego ","5","2","7","NS","6","5","4"," - Não","-Busca/PESQUISA no Google (SITES?)"," – Fernando Haddad"," - NS "," - Não",NA," - Não",NA," - Regular"," deveria sofrer um impeachment","-Sim "," - É normal que ocorram em uma democracia"," - Concorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - depende da situação ",". Saindo de casa só quando é inevitável","Concorda muito","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Branco"," - Católica ",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sul"
"441","-Açucena ","Minas Gerais "," - Sim ","- Não ","Masculino",53," - 45 a 54 anos  "," - Ensino universitário completo"," - Funcionário / Servidor Público","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Confia muito"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Regular "," - Pandemia do novo Corona vírus ","Não gosta de jeito nenhum","5","3","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Sim","-Blogs da internet","Jair Bolsonaro"," – NR"," - Não",NA,"Sim "," - PT "," - Bom"," deveria sofrer um impeachment","-Não"," - É normal que ocorram em uma democracia"," - Discorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável"," - Discorda pouco","- Permaneceram na mesma classe","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," - Branco"," - Católica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Sudeste"
"442","-Campinas ","São Paulo "," - Sim ","- Não ","Feminino",61," - 55 a 64 anos"," - Colegial completo (3ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia muito"," - Não confia"," - Confia mais ou menos"," - Confia pouco"," - NS"," - Não confia"," - Confia pouco"," - Não confia"," - Regular ","Outro","Gosta muito","Não gosta de jeito nenhum","4","NS","5","4","Gosta muito"," - Não","-Busca/PESQUISA no Google (SITES?)"," – Fernando Haddad"," - 1 [esquerda] "," - Não",NA," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Branco"," - Espírita kardecista, espiritualista ",". NR","Sudeste"
"443","-Juazeiro do Norte ","Ceará "," - Sim ","- Não ","Masculino",40," – 35 a 44 anos"," - Primário completo (4ª.serie do ensino fundamental)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Não confia"," - Não confia"," - Confia muito"," - Confia mais ou menos"," - NS"," - NS"," - NS"," - Péssimo","Crise política","8","2","Não gosta de jeito nenhum","NS","5","NS","5"," - Não","-Nunca busca informações sobre política"," – Não compareceu/JUSTIFICOU"," - 5"," - Não",NA," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," – NS"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","Mudaram de classe social","- Baixa","Mudaram de classe social","- Mais baixa","- Mais baixa"," - Pardo"," - Católica ","Até R$ 1045,00 (até 1 SM) ","Nordeste"
"444","-Juazeiro do Norte ","Ceará "," - Sim ","- Não ","Masculino",56," - 55 a 64 anos"," - Primário completo (4ª.serie do ensino fundamental)"," - Desempregado (procurando emprego)","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Não confia"," - Confia pouco"," - Confia muito"," - Confia pouco"," - Confia pouco"," - Confia muito"," - Confia mais ou menos"," - Ruim"," - Crédito, falta de crédito financeiro","9","4","5","NS","5","NS","7"," – NS","-Noticiário da TV "," – Fernando Haddad"," - 7 "," - Não",NA," - Não",NA," - Péssimo"," – NS"," – NS"," – NS"," - NS",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," – NS"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","- Permaneceram na mesma classe","- Baixa","- Permaneceram na mesma classe","- Baixa","- Mais baixa"," - Branco"," - Católica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Nordeste"
